open_time,open,high,low,close,volume,trades
2024-12-04 00:00:00+00:00,95913.3,99099.9,94650.8,98669.8,275949.205,4179149
2024-12-05 00:00:00+00:00,98669.8,104630.4,90200.0,97001.5,580277.391,9642120
2024-12-06 00:00:00+00:00,97001.6,101988.8,96429.5,99802.5,282369.608,4877066
2024-12-07 00:00:00+00:00,99802.5,100499.0,98876.9,99899.2,95858.658,1929665
2024-12-08 00:00:00+00:00,99899.2,101457.9,98709.4,101200.0,109755.676,2103094
2024-12-09 00:00:00+00:00,101200.1,101300.0,94039.7,97349.1,326973.59,5773645
2024-12-10 00:00:00+00:00,97349.1,98320.6,94265.5,96602.4,291490.744,5651800
2024-12-11 00:00:00+00:00,96602.3,101880.0,95650.0,101115.3,221807.705,4229343
2024-12-12 00:00:00+00:00,101115.3,102538.4,99280.2,99982.4,215219.075,4129177
2024-12-13 00:00:00+00:00,99982.3,101869.5,99149.6,101371.9,152437.318,3042727
2024-12-14 00:00:00+00:00,101371.9,102638.0,100559.8,101381.0,107680.549,2229858
2024-12-15 00:00:00+00:00,101381.0,105374.6,101200.1,104460.4,157733.916,3101360
2024-12-16 00:00:00+00:00,104460.5,107777.0,103264.6,106023.2,274395.756,5278040
2024-12-17 00:00:00+00:00,106023.2,108366.8,105252.0,106074.6,197773.912,4179052
2024-12-18 00:00:00+00:00,106074.6,106484.6,99951.1,100181.1,328581.935,6216898
2024-12-19 00:00:00+00:00,100181.2,102756.7,95681.2,97434.4,372968.463,7425449
2024-12-20 00:00:00+00:00,97434.3,98243.0,92272.6,97764.4,396188.795,7747092
2024-12-21 00:00:00+00:00,97764.5,99485.0,96375.0,97261.8,161258.48,3335893
2024-12-22 00:00:00+00:00,97261.7,97437.9,94200.0,95153.5,148114.735,3134938
2024-12-23 00:00:00+00:00,95153.4,96499.0,92464.4,94861.1,247211.855,5207668
2024-12-24 00:00:00+00:00,94861.0,99450.0,93525.6,98627.2,211610.632,3920298
2024-12-25 00:00:00+00:00,98626.9,99580.7,97570.0,99379.7,124696.892,2722825
2024-12-26 00:00:00+00:00,99379.6,99950.0,95153.0,95751.0,194857.651,3878316
2024-12-27 00:00:00+00:00,95750.9,97564.5,93440.0,94258.9,206008.243,4086656
2024-12-28 00:00:00+00:00,94258.9,95700.0,94100.0,95259.1,67991.349,1613529
2024-12-29 00:00:00+00:00,95259.1,95300.0,92961.8,93700.0,95047.934,1990464
2024-12-30 00:00:00+00:00,93699.9,95031.6,91510.0,92759.3,222343.593,4401173
2024-12-31 00:00:00+00:00,92759.3,96254.3,92000.0,93548.9,178648.116,3535447
2025-01-01 00:00:00+00:00,93548.8,95161.2,92796.5,94580.9,91236.66,1804360
2025-01-02 00:00:00+00:00,94580.9,97822.4,94357.4,96967.5,181645.495,3485887
2025-01-03 00:00:00+00:00,96967.6,98949.0,96061.5,98145.7,125220.674,2447503
2025-01-04 00:00:00+00:00,98145.7,98760.9,97438.2,98173.2,71914.634,1425236
2025-01-05 00:00:00+00:00,98173.2,98852.6,97227.0,98340.2,74949.289,1416760
2025-01-06 00:00:00+00:00,98340.2,102444.0,97872.6,102180.4,207493.329,3872847
2025-01-07 00:00:00+00:00,102180.5,102762.1,96153.0,96920.3,258711.309,4469033
2025-01-08 00:00:00+00:00,96920.2,97242.2,92500.0,95014.1,262012.113,5034341
2025-01-09 00:00:00+00:00,95014.0,95358.7,91055.8,92505.9,257760.902,4976061
2025-01-10 00:00:00+00:00,92506.0,95882.5,92173.6,94675.5,261942.954,4889944
2025-01-11 00:00:00+00:00,94675.6,94988.0,93802.1,94562.5,64661.763,1369972
2025-01-12 00:00:00+00:00,94562.4,95444.0,93661.1,94499.9,77298.133,1571748
2025-01-13 00:00:00+00:00,94499.9,95934.5,88909.0,94485.3,361150.49,6407451
2025-01-14 00:00:00+00:00,94485.4,97353.9,94305.4,96514.9,212859.661,4065158
2025-01-15 00:00:00+00:00,96514.9,100658.9,96450.2,100460.0,222417.566,4026826
2025-01-16 00:00:00+00:00,100460.0,100850.0,97293.6,99937.4,216802.52,3912749
2025-01-17 00:00:00+00:00,99937.4,105784.0,99902.0,104042.5,249449.969,4489396
2025-01-18 00:00:00+00:00,104042.6,104962.1,102242.8,104524.3,167940.092,3308318
2025-01-19 00:00:00+00:00,104524.3,106450.0,99600.0,101311.5,280949.178,5347056
2025-01-20 00:00:00+00:00,101311.5,110000.0,99501.0,102247.6,530508.18,10954393
2025-01-21 00:00:00+00:00,102247.7,107241.6,100097.2,106114.5,273296.828,6773872
2025-01-22 00:00:00+00:00,106115.4,106390.0,103211.6,103664.9,151243.528,3771385
2025-01-23 00:00:00+00:00,103664.9,106840.2,101211.0,103864.1,418154.019,8556453
2025-01-24 00:00:00+00:00,103864.0,107076.5,102680.0,104808.1,165746.95,3964568
2025-01-25 00:00:00+00:00,104808.0,105274.7,104040.6,104702.0,65630.163,1653111
2025-01-26 00:00:00+00:00,104702.0,105496.9,102450.3,102560.1,75787.087,1627122
2025-01-27 00:00:00+00:00,102560.0,103216.5,97680.0,102021.3,325689.874,7400145
2025-01-28 00:00:00+00:00,102021.3,103797.0,100235.0,101279.6,169917.261,3946858
2025-01-29 00:00:00+00:00,101279.7,104755.0,101269.7,103698.2,169989.952,3968545
2025-01-30 00:00:00+00:00,103698.1,106450.0,103224.5,104676.9,136967.4,3003472
2025-01-31 00:00:00+00:00,104676.9,106000.0,101509.0,102379.7,172237.817,3554639
2025-02-01 00:00:00+00:00,102379.8,102734.9,100215.0,100603.6,90863.091,2078447
2025-02-02 00:00:00+00:00,100603.6,101426.0,96029.6,97664.5,232934.693,4938568
2025-02-03 00:00:00+00:00,97664.5,102456.0,91130.3,101293.7,455088.034,9447064
2025-02-04 00:00:00+00:00,101293.6,101729.3,96100.0,97709.9,262746.203,5493800
2025-02-05 00:00:00+00:00,97710.0,99124.2,96106.1,96553.2,151379.666,3469799
2025-02-06 00:00:00+00:00,96553.2,99093.0,95613.5,96515.1,161521.013,3536819
2025-02-07 00:00:00+00:00,96515.0,100112.4,95555.0,96454.5,223373.629,4285021
2025-02-08 00:00:00+00:00,96454.5,96850.0,95600.0,96411.9,69050.432,1556064
2025-02-09 00:00:00+00:00,96412.0,97301.7,94650.1,96423.6,101177.286,2020676
2025-02-10 00:00:00+00:00,96423.6,98328.0,95200.1,97379.2,132932.545,2797120
2025-02-11 00:00:00+00:00,97379.2,98482.2,94814.3,95731.4,154832.904,2870437
2025-02-12 00:00:00+00:00,95731.4,98090.9,94003.9,97816.3,202448.079,3777676
2025-02-13 00:00:00+00:00,97816.3,98053.8,95160.1,96560.6,142240.526,2882655
2025-02-14 00:00:00+00:00,96560.6,98792.8,96225.7,97445.1,144452.957,2698910
2025-02-15 00:00:00+00:00,97445.2,97941.2,97170.0,97538.0,47418.593,1122506
2025-02-16 00:00:00+00:00,97538.0,97665.8,96002.0,96067.0,56684.873,1178659
2025-02-17 00:00:00+00:00,96067.0,97000.0,95150.6,95743.2,105576.986,2123453
2025-02-18 00:00:00+00:00,95743.1,96737.3,93321.6,95622.0,179173.362,3299676
2025-02-19 00:00:00+00:00,95622.0,96878.7,95012.5,96598.0,124996.873,2363817
2025-02-20 00:00:00+00:00,96597.9,98662.1,96366.0,98252.9,129180.172,2405719
2025-02-21 00:00:00+00:00,98252.8,99431.5,94830.4,96127.9,250618.273,4068903
2025-02-22 00:00:00+00:00,96128.0,96988.0,95701.9,96503.3,65792.15,1273107
2025-02-23 00:00:00+00:00,96503.3,96602.9,95180.2,96218.4,69298.691,1246308
2025-02-24 00:00:00+00:00,96218.4,96470.0,91300.0,91514.5,217488.75,3909950
2025-02-25 00:00:00+00:00,91514.5,92500.0,86020.4,88639.1,472296.502,8369213
2025-02-26 00:00:00+00:00,88639.1,89367.1,82222.0,84208.5,401141.821,6847973
2025-02-27 00:00:00+00:00,84208.6,87066.0,82667.0,84668.1,269408.53,5083388
2025-02-28 00:00:00+00:00,84668.2,85084.5,78200.2,84299.6,536343.231,9672296
2025-03-01 00:00:00+00:00,84299.6,86516.5,83779.0,86007.7,146996.671,3014683
2025-03-02 00:00:00+00:00,86007.7,94971.0,85015.0,94222.8,364711.538,6300424
2025-03-03 00:00:00+00:00,94222.0,94373.4,85029.0,86192.7,436032.402,8664891
2025-03-04 00:00:00+00:00,86193.3,88931.0,81200.0,87245.9,432434.798,9150619
2025-03-05 00:00:00+00:00,87245.9,91000.0,86328.0,90566.1,279001.09,5960009
2025-03-06 00:00:00+00:00,90566.1,92780.3,87790.5,89887.8,303058.632,6061685
2025-03-07 00:00:00+00:00,89887.9,91257.7,84600.0,86753.8,452474.195,8215927
2025-03-08 00:00:00+00:00,86753.8,86876.5,85108.0,86184.7,96106.187,2043283
2025-03-09 00:00:00+00:00,86184.7,86470.6,79933.4,80688.8,221609.348,4087644
2025-03-10 00:00:00+00:00,80690.7,84031.5,77410.1,78567.8,416386.797,7504174
2025-03-11 00:00:00+00:00,78567.8,83600.0,76560.0,82896.0,390779.169,6700221
2025-03-12 00:00:00+00:00,82896.0,84487.0,80578.5,83640.7,306171.124,5204106
2025-03-13 00:00:00+00:00,83640.7,84307.1,79903.4,81085.4,247960.052,4136157
2025-03-14 00:00:00+00:00,81085.5,85270.2,80772.0,83939.8,233544.708,3668098
2025-03-15 00:00:00+00:00,83939.9,84625.0,83564.5,84302.9,76674.97,1360801
2025-03-16 00:00:00+00:00,84303.0,85136.0,81925.6,82541.6,174630.7,2961719
2025-03-17 00:00:00+00:00,82541.6,84727.1,82384.0,83962.9,182662.082,3126276
2025-03-18 00:00:00+00:00,83963.0,83979.8,81113.5,82666.1,188897.749,3234435
2025-03-19 00:00:00+00:00,82666.2,86990.0,82501.8,86809.8,251961.741,4041006
2025-03-20 00:00:00+00:00,86809.8,87500.0,83613.6,84183.6,242943.492,3647609
2025-03-21 00:00:00+00:00,84183.6,84813.6,83122.0,84050.3,144422.271,2379726
2025-03-22 00:00:00+00:00,84050.3,84509.0,83589.5,83804.9,52218.652,881860
2025-03-23 00:00:00+00:00,83804.9,86110.9,83761.2,86044.2,90899.873,1395203
2025-03-24 00:00:00+00:00,86044.1,88752.0,85478.3,87463.4,210907.484,3282516
2025-03-25 00:00:00+00:00,87463.4,88500.0,86260.0,87369.8,173505.289,2768708
2025-03-26 00:00:00+00:00,87369.9,88270.2,85816.3,86873.8,187956.695,2620341
2025-03-27 00:00:00+00:00,86873.9,87722.4,85724.5,87191.2,163451.689,2451436
2025-03-28 00:00:00+00:00,87191.2,87470.0,83531.7,84380.8,222284.56,3429988
2025-03-29 00:00:00+00:00,84380.8,84589.7,81601.0,82604.7,135513.705,2216920
2025-03-30 00:00:00+00:00,82604.8,83490.0,81501.4,82352.8,109565.925,1944059
2025-03-31 00:00:00+00:00,82353.1,83895.8,81222.0,82517.5,212064.576,3700495
2025-04-01 00:00:00+00:00,82517.5,85595.5,82383.3,85120.9,197263.176,3204984
2025-04-02 00:00:00+00:00,85121.0,88500.0,82300.0,82485.1,348964.378,5700524
2025-04-03 00:00:00+00:00,82485.1,83889.2,81172.2,83181.5,239163.519,4066509
2025-04-04 00:00:00+00:00,83181.7,84686.2,81624.6,83861.3,353109.206,5495133
2025-04-05 00:00:00+00:00,83861.4,84244.5,82333.8,83506.1,99574.204,1673031
2025-04-06 00:00:00+00:00,83506.1,83790.5,77111.0,78390.0,281191.753,4458658
2025-04-07 00:00:00+00:00,78390.1,81200.0,74457.0,79140.0,693843.503,10521238
2025-04-08 00:00:00+00:00,79140.1,80832.1,76200.1,76297.9,328409.534,5357269
2025-04-09 00:00:00+00:00,76298.0,83554.9,74578.5,82588.0,560649.862,8799174
2025-04-10 00:00:00+00:00,82587.9,82706.9,78416.0,79560.2,293662.1,4989231
2025-04-11 00:00:00+00:00,79560.3,84300.0,78935.5,83378.3,295777.871,4822203
2025-04-12 00:00:00+00:00,83378.3,85884.2,82756.0,85237.8,158002.837,2750499
2025-04-13 00:00:00+00:00,85237.9,86100.0,82991.5,83713.7,207038.38,3377742
2025-04-14 00:00:00+00:00,83713.8,85755.0,83630.9,84553.9,209349.356,3632120
2025-04-15 00:00:00+00:00,84553.9,86443.0,83560.0,83608.7,184522.182,3121181
2025-04-16 00:00:00+00:00,83608.6,85493.5,83063.9,83990.0,209441.418,3500261
2025-04-17 00:00:00+00:00,83990.1,85441.5,83700.0,84915.0,141033.195,2398235
2025-04-18 00:00:00+00:00,84914.9,85100.0,84260.0,84421.0,55218.842,1026255
2025-04-19 00:00:00+00:00,84421.0,85600.0,84317.2,85046.9,73380.566,1278384
2025-04-20 00:00:00+00:00,85046.9,85283.6,83900.0,85138.8,90651.818,1426040
2025-04-21 00:00:00+00:00,85138.9,88418.2,85100.0,87466.0,274069.871,3962240
2025-04-22 00:00:00+00:00,87466.0,94142.5,87017.5,93404.9,334005.081,4829876
2025-04-23 00:00:00+00:00,93404.9,94904.3,91898.0,93632.1,232748.428,3900078
2025-04-24 00:00:00+00:00,93632.2,93980.6,91619.0,93931.6,157092.728,2683732
2025-04-25 00:00:00+00:00,93931.5,95769.6,92788.0,94591.8,191830.477,3288571
2025-04-26 00:00:00+00:00,94591.8,95157.1,93833.0,94575.7,72538.209,1340715
2025-04-27 00:00:00+00:00,94575.7,95280.5,93547.3,93697.1,83816.183,1503584
2025-04-28 00:00:00+00:00,93697.0,95578.8,92700.0,94969.0,194420.716,2926262
2025-04-29 00:00:00+00:00,94969.0,95426.4,93678.7,94200.1,147831.794,2481112
2025-04-30 00:00:00+00:00,94200.1,95186.5,92848.1,94125.1,170929.31,2588053
2025-05-01 00:00:00+00:00,94125.2,97388.0,94086.7,96423.3,184526.755,2825368
2025-05-02 00:00:00+00:00,96423.2,97865.4,96283.1,96831.2,139197.526,2240247
2025-05-03 00:00:00+00:00,96831.2,96868.4,95700.0,95803.3,71420.629,1207124
2025-05-04 00:00:00+00:00,95803.3,96266.6,94116.4,94230.2,94260.877,1550180
2025-05-05 00:00:00+00:00,94230.2,95165.1,93445.1,94696.7,154902.375,2364149
2025-05-06 00:00:00+00:00,94696.7,96879.5,93327.0,96798.9,173683.066,2556838
2025-05-07 00:00:00+00:00,96798.9,97700.0,95718.5,96988.4,185267.142,2739288
2025-05-08 00:00:00+00:00,96988.4,104305.3,96831.5,103228.1,317422.469,4445990
2025-05-09 00:00:00+00:00,103228.0,104373.0,102240.0,102941.9,172883.922,3180781
2025-05-10 00:00:00+00:00,102941.9,105000.1,102784.0,104788.8,104384.537,1979353
2025-05-11 00:00:00+00:00,104788.8,104950.0,103283.3,104072.7,139136.421,2552705
2025-05-12 00:00:00+00:00,104072.7,105863.1,100678.0,102739.3,256542.699,4171603
2025-05-13 00:00:00+00:00,102739.3,104949.2,101400.0,104082.0,162368.328,3009395
2025-05-14 00:00:00+00:00,104082.0,104319.0,102536.0,103458.1,126264.097,2289025
2025-05-15 00:00:00+00:00,103458.1,104162.8,101270.8,103714.5,176344.106,3256600
2025-05-16 00:00:00+00:00,103714.2,104524.2,103062.3,103412.2,115513.049,2303834
2025-05-17 00:00:00+00:00,103412.2,103658.0,102541.6,103079.6,90372.669,1899774
2025-05-18 00:00:00+00:00,103079.5,106629.8,103052.2,106407.6,173224.284,3286266
2025-05-19 00:00:00+00:00,106407.5,107114.3,102038.8,105531.6,257825.604,4455918
2025-05-20 00:00:00+00:00,105531.5,107292.5,104115.2,106800.1,226187.246,3940207
2025-05-21 00:00:00+00:00,106800.0,110830.0,106037.9,109609.5,413589.854,6189752
2025-05-22 00:00:00+00:00,109609.6,111959.5,109153.4,111662.7,246067.033,4612376
2025-05-23 00:00:00+00:00,111662.6,111770.4,106721.9,107271.5,279480.347,4943362
2025-05-24 00:00:00+00:00,107271.6,109440.2,106836.0,107698.9,165158.758,2838855
2025-05-25 00:00:00+00:00,107699.0,109285.1,106497.0,108955.9,159465.803,2938731
2025-05-26 00:00:00+00:00,108956.0,110400.0,108616.6,109386.8,146992.22,2776585
2025-05-27 00:00:00+00:00,109386.8,110700.0,107438.0,108889.3,223599.905,4065296
2025-05-28 00:00:00+00:00,108889.2,109252.6,106723.9,107723.1,158417.759,3009662
2025-05-29 00:00:00+00:00,107723.1,108860.0,105054.2,105539.9,213101.255,3867631
2025-05-30 00:00:00+00:00,105539.9,106266.0,103555.0,103950.0,219701.302,4162110
2025-05-31 00:00:00+00:00,103949.9,104859.3,103032.1,104544.7,103607.84,2173534
2025-06-01 00:00:00+00:00,104544.6,105823.6,103704.1,105583.3,97420.24,1959949
2025-06-02 00:00:00+00:00,105583.3,105900.0,103600.6,105814.3,158252.918,2994803
2025-06-03 00:00:00+00:00,105814.4,106775.0,104822.4,105330.1,139216.007,2606908
2025-06-04 00:00:00+00:00,105330.1,105967.2,104111.7,104641.8,118534.125,2227909
2025-06-05 00:00:00+00:00,104641.8,105878.3,100305.1,101458.6,246238.674,4120064
2025-06-06 00:00:00+00:00,101458.7,105283.0,101003.4,104240.0,174300.906,2910225
2025-06-07 00:00:00+00:00,104240.1,105878.3,103800.1,105507.5,79833.173,1510843
2025-06-08 00:00:00+00:00,105507.5,106482.6,104927.4,105676.5,75105.104,1397725
2025-06-09 00:00:00+00:00,105676.5,110653.6,105253.2,110227.9,192956.409,3206202
2025-06-10 00:00:00+00:00,110228.0,110367.2,108282.0,110235.4,152216.974,2781353
2025-06-11 00:00:00+00:00,110235.4,110350.0,108001.2,108600.0,134422.321,2592990
2025-06-12 00:00:00+00:00,108600.1,108782.1,105602.0,105609.5,185790.19,3320828
2025-06-13 00:00:00+00:00,105609.4,106141.1,102614.0,106027.3,245935.413,4731930
2025-06-14 00:00:00+00:00,106027.3,106173.6,104225.4,105359.9,79911.57,1612153
2025-06-15 00:00:00+00:00,105359.8,106099.4,104399.9,105534.6,78819.399,1615722
2025-06-16 00:00:00+00:00,105534.7,108900.0,104920.0,106750.1,166813.219,3134819
2025-06-17 00:00:00+00:00,106750.1,107727.4,103300.0,104508.0,226051.863,3970409
2025-06-18 00:00:00+00:00,104508.0,105500.0,103426.1,104832.8,172706.399,3219465
2025-06-19 00:00:00+00:00,104832.8,105185.7,103870.3,104607.1,87710.605,1606233
2025-06-20 00:00:00+00:00,104607.1,106486.2,102255.3,103246.1,199102.135,3108911
2025-06-21 00:00:00+00:00,103246.1,103940.6,100789.9,102079.8,120771.35,2033604
2025-06-22 00:00:00+00:00,102079.8,103362.6,98115.4,100904.7,293562.636,4876091
2025-06-23 00:00:00+00:00,100904.7,106050.0,99547.6,105290.9,297222.041,4717211
2025-06-24 00:00:00+00:00,105291.0,106239.0,104570.8,106034.9,144449.887,2565480
2025-06-25 00:00:00+00:00,106034.9,108095.7,105755.6,107280.0,159277.823,2665403
2025-06-26 00:00:00+00:00,107280.1,108249.9,106500.0,106913.7,114433.386,2181091
2025-06-27 00:00:00+00:00,106913.8,107686.0,106313.1,107010.7,118637.45,2005062
2025-06-28 00:00:00+00:00,107010.6,107538.0,106767.0,107241.0,35670.419,747193
2025-06-29 00:00:00+00:00,107240.9,108499.0,107112.6,108309.8,79448.325,1398904
2025-06-30 00:00:00+00:00,108309.8,108783.9,106686.4,107087.4,114681.386,1865096
2025-07-01 00:00:00+00:00,107087.3,107499.9,105182.6,105637.9,120434.401,2043731
2025-07-02 00:00:00+00:00,105637.9,109690.4,105010.0,108800.0,177567.261,2621458
2025-07-03 00:00:00+00:00,108800.0,110484.0,108480.6,109545.2,141487.997,2342574
2025-07-04 00:00:00+00:00,109545.1,109732.3,107200.0,107935.4,132305.847,1957162
